id,county,name,type,location,gloves,mask,homeade,gender,age,uncover_nose,touch_face,remove_mask,broke_6ft,date
store_19,jackson,walmart,grocery,rural,,,,1,Y,,,,,5.26.20
store_19,jackson,walmart,grocery,rural,,,,0,Y,,,,,5.26.20
store_19,jackson,walmart,grocery,rural,,,,0,Y,,,,,5.26.20
store_19,jackson,walmart,grocery,rural,,,,0,A,,,,,5.26.20
store_19,jackson,walmart,grocery,rural,,,,0,A,,,,,5.26.20
store_19,jackson,walmart,grocery,rural,,,,0,Y,,,,,5.26.20
store_19,jackson,walmart,grocery,rural,,,,1,Y,1,,,,5.26.20
store_19,jackson,walmart,grocery,rural,,,,1,A,,,,,5.26.20
store_19,jackson,walmart,grocery,rural,,,,1,Y,,,,,5.26.20
store_19,jackson,walmart,grocery,rural,,,,1,A,,,,,5.26.20
store_19,jackson,walmart,grocery,rural,,,,0,A,,,,,5.26.20
store_19,jackson,walmart,grocery,rural,,1,1,1,A,,,,,5.26.20
store_19,jackson,walmart,grocery,rural,,,,1,A,,,,,5.26.20
store_19,jackson,walmart,grocery,rural,,,,1,E,,,,,5.26.20
store_19,jackson,walmart,grocery,rural,,,,1,C,,,,,5.26.20
store_19,jackson,walmart,grocery,rural,,,,0,Y,,,,,5.26.20
store_2,dane,woodmans,grocery,urban,,1,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,1,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,c,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,1,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,y,,1,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,1,a,,,1,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,1,y,,,1,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,1,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,1,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,1,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,y,,,1,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,1,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,a,,,1,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,1,y,1,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,1,e,,,1,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,1,a,,,1,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,y,,,1,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,c,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,a,1,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,a,,1,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,1,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,1,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,1,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,1,0,y,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,e,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,1,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,1,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,0,a,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,c,,,,,5.16.20
store_2,dane,woodmans,grocery,urban,,0,,1,a,,,,,5.16.20
store_34,dane,woodmans,grocery,urban,,,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,e,,,1,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,e,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,1,1,e,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,1,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,1,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,y,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,e,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,y,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,e,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,y,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,e,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,y,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,1,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,y,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,y,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,a,,,1,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,c,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,1,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,y,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,y,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,y,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,y,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,1,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,1,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,c,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,e,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,e,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,1,y,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,a,,1,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,1,e,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,,,0,a,,,,,6.01.20
store_34,dane,woodmans,grocery,urban,,1,,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,c,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,c,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,c,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,c,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,e,,,,1,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,e,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,c,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,y,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,y,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,y,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,y,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,y,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,1,e,,,,1,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,c,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,c,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,a,,1,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,c,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,e,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,e,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,0,e,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,1,e,,,1,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,y,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,a,1,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,e,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,y,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,0,y,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,0,e,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,e,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,y,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,y,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,y,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,y,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,e,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,y,,1,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,y,,1,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,1,a,,1,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,a,,1,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,0,y,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,1,e,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,1,e,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,1,e,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,,1,c,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,1,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,1,a,,,,1,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,c,,,,1,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,c,,,,1,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,1,1,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_20,milwaukee,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,c,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,0,e,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,e,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,1,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,1,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,0,y,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,0,y,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,y,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,e,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,,0,e,,,1,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,e,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,,0,y,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,1,0,y,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,,0,y,1,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,e,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,0,y,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,,0,e,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,,0,a,,,1,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,e,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,c,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,,0,e,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,1,1,a,1,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,1,0,e,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,1,0,y,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,1,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,1,1,e,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,1,1,a,1,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,y,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,y,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,1,1,a,1,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,1,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,y,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,0,e,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,c,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,y,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,1,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,0,,0,a,,,,,6.01.20
store_21,racine,walmart,grocery,urban,,1,,0,e,,,1,,6.01.20
