id,county,name,type,location,name_of_good,price_of_good,notes,pre_post,date,time,temp,weather,duration,no_cases,case_rate,neg_rate,geo_id,pop_total,hours
store_2,dane,woodmans,grocery,urban,potatoes,0.79,,pre,5.16.20,1500,70,sunny,48,519,9.493410403,3433,55025000408,546695,15
store_2,dane,woodmans,grocery,urban,onions,0.79,,pre,5.16.20,1500,70,sunny,48,519,9.493410403,3433,55025000408,546695,15
store_2,dane,woodmans,grocery,urban,apples,0.99,,pre,5.16.20,1500,70,sunny,48,519,9.493410403,3433,55025000408,546695,15
store_2,dane,woodmans,grocery,urban,oranges,0.4,2.00/5,pre,5.16.20,1500,70,sunny,48,519,9.493410403,3433,55025000408,546695,15
store_2,dane,woodmans,grocery,urban,milk,1.89,,pre,5.16.20,1500,70,sunny,48,519,9.493410403,3433,55025000408,546695,15
store_2,dane,woodmans,grocery,urban,chp_bttr,1.99,,pre,5.16.20,1500,70,sunny,48,519,9.493410403,3433,55025000408,546695,15
store_2,dane,woodmans,grocery,urban,exp_bttr,5.49,,pre,5.16.20,1500,70,sunny,48,519,9.493410403,3433,55025000408,546695,15
store_2,dane,woodmans,grocery,urban,yogurt,2.19,,pre,5.16.20,1500,70,sunny,48,519,9.493410403,3433,55025000408,546695,15
store_2,dane,woodmans,grocery,urban,chp_eggs,0.99,,pre,5.16.20,1500,70,sunny,48,519,9.493410403,3433,55025000408,546695,15
store_2,dane,woodmans,grocery,urban,exp_eggs,5.09,,pre,5.16.20,1500,70,sunny,48,519,9.493410403,3433,55025000408,546695,15
store_2,dane,woodmans,grocery,urban,soda,0.45,.89/2L,pre,5.16.20,1500,70,sunny,48,519,9.493410403,3433,55025000408,546695,15
store_3,dane,walmart,grocery,urban,chp_chkn,1.96,,pre,5.16.20,1500,70,sunny,30,519,9.493410403,3433,55025000410,546695,15
store_3,dane,walmart,grocery,urban,exp_chkn,3.4,,pre,5.16.20,1500,70,sunny,30,519,9.493410403,3433,55025000410,546695,15
store_3,dane,walmart,grocery,urban,potatoes,,,pre,5.16.20,1500,70,sunny,30,519,9.493410403,3433,55025000410,546695,15
store_3,dane,walmart,grocery,urban,onions,,,pre,5.16.20,1500,70,sunny,30,519,9.493410403,3433,55025000410,546695,15
store_3,dane,walmart,grocery,urban,apples,,,pre,5.16.20,1500,70,sunny,30,519,9.493410403,3433,55025000410,546695,15
store_3,dane,walmart,grocery,urban,oranges,,,pre,5.16.20,1500,70,sunny,30,519,9.493410403,3433,55025000410,546695,15
store_3,dane,walmart,grocery,urban,milk,2.37,,pre,5.16.20,1500,70,sunny,30,519,9.493410403,3433,55025000410,546695,15
store_3,dane,walmart,grocery,urban,chp_bttr,2.94,,pre,5.16.20,1500,70,sunny,30,519,9.493410403,3433,55025000410,546695,15
store_3,dane,walmart,grocery,urban,exp_bttr,3.97,,pre,5.16.20,1500,70,sunny,30,519,9.493410403,3433,55025000410,546695,15
store_3,dane,walmart,grocery,urban,yogurt,1.74,,pre,5.16.20,1500,70,sunny,30,519,9.493410403,3433,55025000410,546695,15
store_3,dane,walmart,grocery,urban,chp_eggs,1.18,,pre,5.16.20,1500,70,sunny,30,519,9.493410403,3433,55025000410,546695,15
store_3,dane,walmart,grocery,urban,exp_eggs,4.67,,pre,5.16.20,1500,70,sunny,30,519,9.493410403,3433,55025000410,546695,15
store_3,dane,walmart,grocery,urban,soda,0.33,.67/2,pre,5.16.20,1500,70,sunny,30,519,9.493410403,3433,55025000410,546695,15
store_4,dane,whl_fds,grocery,urban,chp_chkn,2.99,,pre,5.16.20,1600,68,sunny,30,519,9.493410403,3433,55025000800,546695,16
store_4,dane,whl_fds,grocery,urban,exp_chkn,6.99,,pre,5.16.20,1600,68,sunny,30,519,9.493410403,3433,55025000800,546695,16
store_4,dane,whl_fds,grocery,urban,potatoes,0.99,,pre,5.16.20,1600,68,sunny,30,519,9.493410403,3433,55025000800,546695,16
store_4,dane,whl_fds,grocery,urban,onions,1.49,,pre,5.16.20,1600,68,sunny,30,519,9.493410403,3433,55025000800,546695,16
store_4,dane,whl_fds,grocery,urban,apples,1.49,gala apples 1.49,pre,5.16.20,1600,68,sunny,30,519,9.493410403,3433,55025000800,546695,16
store_4,dane,whl_fds,grocery,urban,oranges,1.99,,pre,5.16.20,1600,68,sunny,30,519,9.493410403,3433,55025000800,546695,16
store_4,dane,whl_fds,grocery,urban,milk,4.19,,pre,5.16.20,1600,68,sunny,30,519,9.493410403,3433,55025000800,546695,16
store_4,dane,whl_fds,grocery,urban,chp_bttr,4.69,,pre,5.16.20,1600,68,sunny,30,519,9.493410403,3433,55025000800,546695,16
store_4,dane,whl_fds,grocery,urban,exp_bttr,7.99,,pre,5.16.20,1600,68,sunny,30,519,9.493410403,3433,55025000800,546695,16
store_4,dane,whl_fds,grocery,urban,yogurt,4.49,,pre,5.16.20,1600,68,sunny,30,519,9.493410403,3433,55025000800,546695,16
store_4,dane,whl_fds,grocery,urban,chp_eggs,4.39,,pre,5.16.20,1600,68,sunny,30,519,9.493410403,3433,55025000800,546695,16
store_4,dane,whl_fds,grocery,urban,exp_eggs,6.99,,pre,5.16.20,1600,68,sunny,30,519,9.493410403,3433,55025000800,546695,16
store_4,dane,whl_fds,grocery,urban,soda,2.99,fancy craft shit,pre,5.16.20,1600,68,sunny,30,519,9.493410403,3433,55025000800,546695,16
store_5,dane,metcalfes,grocery,urban,chp_chkn,2.99,,pre,5.17.20,1400,54,rainy,60,537,9.82266163,3433,55025000301,546695,14
store_5,dane,metcalfes,grocery,urban,exp_chkn,11.69,,pre,5.17.20,1400,54,rainy,60,537,9.82266163,3433,55025000301,546695,14
store_5,dane,metcalfes,grocery,urban,potatoes,0.89,,pre,5.17.20,1400,54,rainy,60,537,9.82266163,3433,55025000301,546695,14
