"","id","county","name","type","location","gloves","mask","homeade","gender","age","uncover_nose","touch_face","remove_mask","broke_6ft","pre_post","date","time","temp","weather","duration","no_cases","case_rate","neg_rate","pct_fatality","X","X.1","X.2","X.3","X.4","avg_zscore_price_index","median_zscore_price_index","pop_density","pop_total","case_rate_june19","case_rate_two_weeks_prior","age_two_bins"
"67","store_1","dane","pns","grocery","urban",1,1,1,1,"e",0,0,0,0,"pre","5.16.20",1400,68,"sunny",50,538,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"68","store_1","dane","pns","grocery","urban",0,1,1,1,"a",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"69","store_1","dane","pns","grocery","urban",0,1,0,0,"y",0,0,1,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"0-29"
"70","store_1","dane","pns","grocery","urban",0,1,0,0,"y",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"0-29"
"71","store_1","dane","pns","grocery","urban",0,1,1,0,"a",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"72","store_1","dane","pns","grocery","urban",0,1,0,0,"e",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"73","store_1","dane","pns","grocery","urban",0,1,1,1,"a",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"74","store_1","dane","pns","grocery","urban",0,1,0,1,"a",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"75","store_1","dane","pns","grocery","urban",0,1,0,0,"a",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"76","store_1","dane","pns","grocery","urban",0,0,0,0,"y",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"0-29"
"77","store_1","dane","pns","grocery","urban",0,0,0,0,"y",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"0-29"
"78","store_1","dane","pns","grocery","urban",0,0,0,1,"y",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"0-29"
"79","store_1","dane","pns","grocery","urban",0,1,0,0,"a",0,0,1,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"80","store_1","dane","pns","grocery","urban",0,0,0,0,"a",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"81","store_1","dane","pns","grocery","urban",0,1,0,1,"a",0,0,1,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"82","store_1","dane","pns","grocery","urban",0,0,0,1,"a",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"83","store_1","dane","pns","grocery","urban",0,1,0,1,"a",0,0,1,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"84","store_1","dane","pns","grocery","urban",0,1,1,1,"a",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"85","store_1","dane","pns","grocery","urban",0,0,0,0,"a",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"86","store_1","dane","pns","grocery","urban",0,0,0,1,"y",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"0-29"
"87","store_1","dane","pns","grocery","urban",0,0,0,0,"y",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"0-29"
"88","store_1","dane","pns","grocery","urban",0,0,0,1,"y",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"0-29"
"89","store_1","dane","pns","grocery","urban",0,1,1,1,"a",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
"90","store_1","dane","pns","grocery","urban",0,1,0,0,"a",0,0,0,0,"pre","5.17.20",1100,54,"raining",60,539,10.15,3433,5,0,"",0,0,"",0.0883051686289569,-0.0788625388573123,407.7,54.6695,189.1365387,79.20321203,"30+"
